"id","courseName","academy","applicationDeadline""8305","Computer Science","University of Potsdam","Information about the application deadlines can be found here.  Winter semester: 1 June Summer semester: 1 December"
"3685","Computational Sciences in Engineering (CSE)","Technische Universität Braunschweig","Applicants who need a visa to study in Germany: 1 January to 15 March for the following winter semester  Please check here if you are not sure if you are required to apply for a visa: https://www.auswaertiges-amt.de/en/visa-service/-/231148.  Applicants who do not need a visa (i.e. German/EU residents, and please check the list above if you are unsure): 1 June to 15 July for the following winter semester"
"3827","Visual Computing (MSc)","Saarland University","International applications are very welcome. Application deadlines are as follows:   	For any winter semester starting in October: 15 May 	For any summer semester starting in April: 15 November "
"4644","Molecular and Computational Biology, Master of Science","Julius-Maximilians-Universität Würzburg","Online application is open   	from May until&nbsp; 15 July for the following winter semester 	from November until 15 January for the following summer semester "
"4842","Saarbrücken Graduate School of Computer Science","Saarland University","Twice a year at the end of April and October for the following semester (October, April) or the following academic year if early decisions are required. Additional application deadlines may be advertised beyond this. Current information can always be found on the website: https://www.graduateschool-computerscience.de/."
"4593","Computational Science and Engineering (CSE)","University of Rostock","Please check the application periods online at https://www.uni-rostock.de/en/study/international-students/degree-students/application-for-non-german-prospective-students-via-uni-assist/."
"8953","Data Science","Fulda University of Applied Sciences","31 May (winter semester intake)  Exact application deadlines can be found on the programme&#39;s website."
"9645","Computer and Geoscience in Archaeology","Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences","International applicants: 15&nbsp;June via uni-assist for the following winter semester  German applicants: 1 May to 15 July for the following winter semester"
"8408","Computational Biology and Bioinformatics","University of Göttingen","For applicants who do not have EU citizenship or a Bachelor&#39;s degree from an EU country: 1 January to 15 February for the following winter semester  For applicants with EU citizenship or a Bachelor&#39;s degree from an EU country: 1 April to 15 May for the following winter semester"
"3727","Computational Engineering (CE), MSc","FAU Erlangen-Nürnberg","Non-EU applicants: 15 April EU applicants: 15 July  for the following winter semester, respectively"
"3590","Embedded Computing Systems (ESY)","RPTU University of Kaiserslautern-Landau"," 	Summer semester: 31 October 	Winter semester: 30 April "
"3739","International Master's Programme in Language Science and Technology (LST)","Saarland University","15 February (for October of the same year)"
"4660","Human-Computer Interaction (HCI)","Bauhaus-Universität Weimar","Applicants who graduated outside the European Union: 15 July for the following winter semester 15 January for the following summer semester  Applicants who graduated within the EU: 30 September for the following winter semester 31 March for the following summer semester"
"4092","Research in Computer & Systems Engineering (RCSE)","Technische Universität Ilmenau","Winter semester   	Application period for students with certificates from non-EU/EEA countries: 16 January &ndash; 15 May 	Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 April &ndash; 15 September   Summer semester   	Application period for students with certificates from non-EU/EEA&nbsp;countries: 1 August &ndash; 15 November 	Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 October &ndash; 15 March   Foreign applicants who need to apply for a visa to enter Germany should submit their visa application at least three months before the course starts in April or&nbsp;October."
"9040","Data Science","Hamburg University of Technology","International applicants from outside the EU: If you have a non-EU nationality and do not currently have a right of residence in an EU country, your application period is from 1 December to 1 March. We conduct an online application process. Detailed information on the application and admission procedures can be found here.  Applicants within EU (incl. Germany): If you have an EU nationality or you have a resident permit for an EU country, your application period is from 1 June to 15 July. We conduct an online application process. Detailed information on the application and admission procedures can be found here."
"5351","Master of Science in Data Science","Trier University","Non-EU citizens:   	15 January 2026 for the summer semester 2026 (admission also valid for the winter semester 2026/27) 	31 May 2026 for the winter semester 2026/27 (admission also valid for the summer semester 2027)   German citizens, EU citizens, and applicants with a BA or MA degree from a German university:   	15 March 2026 for the summer semester 2026 (admission also valid for the winter semester 2026/27) 	15 September 2026 for the winter semester 2026/27 (admission also valid for the summer semester 2027)   Admission is generally valid for two subsequent semesters. Applicants from countries requiring a visa for entering Germany should consider applying until 15 January for beginning their studies in winter semester of the same year, giving them more time to complete the visa process and to prepare their stay."
"9061","Computational Methods in Engineering (CoME)","Otto von Guericke University Magdeburg","Application deadline for   	Applicants with International Bachelor&#39;s degree: 15 July 	Applicants with German Bachelor&#39;s degree: 15 September   for the following winter semester."
"3903","High Integrity Systems (HIS)","Frankfurt University of Applied Sciences","15 October for summer semester, 15 April for winter semester"
"8357","Electrical and Computer Engineering (M Eng)","Anhalt University of Applied Sciences","15 January for the following summer semester 15 July for the following winter semester"
"5202","Computational Modelling and Simulation","Dresden University of Technology","For the following winter semester: (Prospective) degree holders from non-German institutions of higher education: 1 April to 31 May: non-EU nationals 1 April to 15 July: German or EU nationals  All other applicants: (Prospective) graduates from German institutions of higher education: 1 June to 15 July"
"4686","Human Computer Interaction (HCI)","University of Siegen","Application start: 1 April, deadline: 30 April for winter semester  Application start: 1 October, deadline: 31 October for summer&nbsp;semester"
"10388","Applied Geosciences – Computational Geology and Geophysics (CGG) (MSc)","RWTH Aachen University","Non-EU applicants: 1 March for the following winter semester (starting in October) or 1 September for the following summer semester (starting in April)  EU applicants: 15 July for the following winter semester (starting in October) or 15 January for the following summer semester (starting in April)"
"8958","Quantum Technologies in Electrical and Computer Engineering (QTEC)","Technische Universität Braunschweig","All applicants:   	For the winter semester: 1 June &ndash; 15 July 	For the summer semester: 1 December &ndash; 15 January "
"8353","Digital Sciences (Master of Science)","Technische Hochschule Köln (University of Applied Sciences)","Please check the &quot;How to Apply&quot; section of the programme: https://www.th-koeln.de/en/academics/digital-sciences-masters-program--how-to-apply_84162.php"
"6916","Data Science","Chemnitz University of Technology","15 July for the following winter semester 15 January for the following summer semester  All documents have to be submitted by the deadline via uni-assist. Please start your application as early as possible.  International applicants are very welcome!"
"3815","Control, Computer and Communications Engineering (CCCE)","Technische Hochschule Mittelhessen University of Applied Sciences"," 	Applicants with non-German degrees: 1 April to 1 June for the following winter semester | 1 October to 1 December for the following summer semester 	Applicants with German degrees: 1 June to 1 September for the following winter semester | 1 December to 1 March for the following summer semester "
"6236","Applied Research in Computer Science (MSc)","Hof University of Applied Sciences","Our application portal is open during the following application periods:   	5 November &ndash; 30 November for the following summer semester 	15 April &ndash; 31 May for the following winter semester "
"8951","Master of Science in Data Science","TU Dortmund University","For international applicants, the application periods are:   	for starting in the summer semester from approx. 18 No&shy;vem&shy;ber to 15 January (cut-off period) 	for starting in the winter semester from approx. 1 January to 15 June (cut-off period)   Note that the starting dates are approximate dates, due to technical reasons the online portal may open a few days later.  Applicants who completed their Bachelor&#39;s degree within Germany do not count as international applicants and, hence, other deadlines apply."
"4384","Web and Data Science (MSc)","University of Koblenz","EU applicants:   	15 July for the following winter semester   Non-EU applicants:   	15 June for the following winter semester   The number of students accepted per year is limited.  It is recommended to apply as early as possible to allow sufficient time for the visa application process."
"3614","Cognitive Science (MSc)","Osnabrück University","15 June for the winter semester, 15 December for the summer semester (for international students)  For details about the application, please see here: https://www.uni-osnabrueck.de/en/studying/application-and-start-of-studies/application-admission-and-enrollment/application-information-for-international-students."
"7066","Master of Science in Data Science","Freie Universität Berlin","All applicants:&nbsp;31 May for the following winter semester.  The dates may change. Please&nbsp;find more information here."
"6296","Data Science and Artificial Intelligence (MSc)","Saarland University","International applications are very welcome. Application deadlines are:   	For any winter semester starting in October: 	Early deadline: 15 November (notification at the latest in February of the following year in case of a positive decision) 	Normal deadline: 15 May 	For any summer semester starting in April: 	Early deadline: 15 May (notification at the latest in July in case of a positive decision) 	Normal deadline: 15 November "
"7636","Data Science","RWTH Aachen University","Non-EU applicants:   	1 March for the following winter semester 	1 September for the following summer semester   EU applicants:   	15 July for the following winter semester 	15 January for the following summer semester   Click here for details and exceptions. Click here&nbsp;for an overview of the academic requirements for the Master of Data Science at RWTH Aachen."
"7124","MSc Artificial Intelligence and Data Science","Deggendorf Institute of Technology","1 October to 1 November for March entries (summer semester at DIT )  The application for the winter semester at University of South Bohemia takes place in spring: https://wstag.jcu.cz/portal/studium/uchazec/eprihlaska.html?pc_lang=en  &nbsp;"
"4521","Master of Science in International Software Systems Science","University of Bamberg","The registration is open until 15 January for the summer semester and 15 July for the winter semester.  For current deadlines please visit this website."
"10360","Data Science","Catholic University of Eichstätt-Ingolstadt","15 July for the following winter semester"
"5367","Master of Science in Computational Mathematics","University of Passau","The application round for the April intake starts in mid-November the previous year; for the October intake, the application round starts in early April. As the application deadlines can change on short notice, we ask that you check our application pages closer to the time for the specific dates (and what documents you need to submit)."
"6318","Advanced Computational Methods in Civil Engineering","RWTH Aachen University","EU/EEA applicants: 15 July for the following winter semester and 15 January for the following summer semester Non-EU / non-EEA applicants: 1 March for the following winter semester and 1 September for the following summer semester"
"4350","Master of Science in Intelligent Adaptive Systems (IAS)","Universität Hamburg","31 March for the following winter semester for all applicants. No summer semester intake"
"3622","Life Science Informatics (b-it)","University of Bonn","Submission of application documents: every year by 1 March for the academic year starting in October of the same year"
"9046","Data Science (MSc)","Philipps-Universität Marburg","All details can be found at: https://www.uni-marburg.de/en/studying/admissions/deadlines."
"9584","MSc Quantum Science and Technology","Friedrich Schiller University Jena","The application deadlines are:   	15 January (first priority deadline for all applicants) 	1 March (second priority deadline for all applicants) 	15 April (third priority deadline for all applicants) 	15 June (rolling admission deadline for EU applicants) 	15 September (rolling admission deadline for German applicants and applicants with a valid German residence permit)   Please see www.asp.uni-jena.de/quantum-application for further information."
"5226","Computer Engineering","RWTH Aachen University","Non-EU applicants: 1 March for the following winter semester EU applicants: 15 July for the following winter semester  Non-EU applicants: 1 September for the following summer semester EU applicants: 15 January for the following summer semester"
"10491","Master of Science in Information Systems","Humboldt-Universität zu Berlin","2 May to 31 May (limitation period) for the following winter semester  https://www.hu-berlin.de/en/studies/admission/calendar&nbsp;"
"3696","Software Systems Engineering","RWTH Aachen University","Applicants who are citizens of countries outside the European Union (EU) and European Economic Area (EEA): 1 March for the following winter semester  Applicants who are citizens of countries in the EU or EEA: 15&nbsp;July for the following winter semester  First-semester students are only allowed to start the programme in the winter semester."
"6399","MSc Life Science Informatics","Deggendorf Institute of Technology","15 April to 15 June for October entries (winter semester)"
"8382","Internet of Things (IoT) and Smart Systems","Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau","https://www.whz.de/english/study/incomings/application/international-full-time-study/"
"4417","Applied Mathematics for Network and Data Sciences","Mittweida University of Applied Sciences","15 May&nbsp;for the following winter semester"
"8336","Quantum Science","University of Siegen","For details about the application deadlines, please visit our website: https://www.uni-siegen.de/nt/quantumscience/admission.html?lang=de."
"6286","Data and Discourse Studies","Technical University of Darmstadt","   Please check the following page for the application deadlines. We have an early application for international students. Students can apply three months earlier than displayed in the link above."
"5252","Digital Health","University of Potsdam","The application deadline is 1 June."
"4001","Master of Science in Software Engineering","University of Augsburg","All applicants: 1 May for the following winter semester"
"6262","Cognitive Systems: Language, Learning, and Reasoning","University of Potsdam","Information about the application deadlines can be found here."
"5300","Computational Methods in Engineering (CME)","Leibniz University Hannover","Application from students from non-EU countries (VPD from uni-assist is required.)   	15 April to 31 May of the year for the winter semester 	15 October to 30 November of the previous year for the summer semester   Application from students from Germany and the EU   	1 June to 15 July of the year for the winter semester 	1 December to 15 January of the year for the summer semester   Prospective students applying from outside the EU must request a Preliminary Examination Documentation (VPD) from uni-assist before applying to the Master&#39;s programme. The processing time for the VPD takes up to eight weeks. Therefore, please allow enough time before applying for the programme. More information about applying for the VPD can be found on the central application pages."
"7861","Master of Science in Photonics","Hochschule München University of Applied Sciences"," 	2 May to 15 June for the following winter semester 	15 November to 15 January for the following summer semester   Learn more at: https://hm.edu/en/your_stay_at_hm/students/fulltime/uebersichts____startseite_variante_31.en.html."
"4356","Cognitive Science (MSc)","Ruhr-Universität Bochum","15 July for the following winter semester  RUB registration portal opens approx. beginning of June."
"4427","Digital Engineering (DigiEng)","Otto von Guericke University Magdeburg","Winter semester: 15 May (international applicants) Summer semester: 15 November (international applicants)  Dates may differ for the current semester, please check the programme website."
"4429","Master's Degree in Data & Knowledge Engineering (MDKE)","Otto von Guericke University Magdeburg","Winter semester: 15 May (international applicants) Summer semester: 15 November (international applicants)  Dates may differ for the current semester; please check the programme website."
"4672","Master of Science in Neuroscience","Carl von Ossietzky University of Oldenburg","First semester application (only winter semester)  30 April (non-EU degree)   	Application via uni-assist e.V.   15 July (German degree)   	Online application via &quot;Bewerbungsportal&quot;   15 July (EU degree)   	Application via uni-assist eV   Higher semesters:&nbsp;  15 July and 15 January"
"4258","Master of Science in Artificial Intelligence and Machine Learning","Technical University of Darmstadt"," 	15 July for the following winter semester 	15 January for the following summer semester   Dates for the entrance exam:   	August or&nbsp;September for the subsequent winter semester 	February or March for the subsequent summer semester   Deadlines for the submission of external test results:   	August for the following winter semester 	February for the following summer semester "
"4569","MSc Integrated Life Sciences - Biology, Biomathematics, Biophysics","FAU Erlangen-Nürnberg","Application deadline: 15 July  Our application platform &quot;campo&quot; opens mid-January. Please apply as soon as possible. This is especially recommended for non-EU applicants, as they will also have to obtain a visa."
"6955","Industrial Security and Safety","Technical University of Applied Sciences Augsburg","15 December for the following summer semester  Important notice: Applicants with a foreign degree certificate must provide a uni-assist evaluation. To meet the application deadline, please allow for the uni-assist evaluation to take four to six weeks."
"3847","Computational Engineering (CompEng)","Ruhr-Universität Bochum","Non-EU applicants: 15 May for the following winter semester EU and national applicants: 15 July for the following winter semester"
"9962","Digital Farming","Weihenstephan-Triesdorf University of Applied Sciences","Applications can be submitted from the end of April to 15 July each year for enrolment in the following winter semester (1 October)."
"3946","Master of Science in Commercial Vehicle Technology","RPTU University of Kaiserslautern-Landau","Deadline for the application to the Master&#39;s programme for the winter semester for candidates from foreign countries needing a visa is 30 April.  For candidates already holding a visa and for candidates from the EU, the application deadline for the winter semester is 15 July.  For candidates from Germany, the application deadline for the winter semester is 31 August.  Please note: There is no summer intake."
"3987","Master of Science in Physics (International Physics)","Paderborn University","Winter semester: 31 May for international applicants (21 September for applicants from Germany/EU)  Summer semester: 30 November for international applicants (21 March for applicants&nbsp;from Germany/EU)"
"8265","Digital Engineering","Bauhaus-Universität Weimar","Applicants who graduated outside of Europe: 15 July for the following winter semester or 15 January for the following summer semester  Applicants who graduated in Europe and do not need a visa: 30 September for the following winter semester or 31 March for the following summer semester  Please note: Current information on application modalities and deadlines can be found on our website."
"7784","Master of Science in Artificial Intelligence Engineering","University of Passau","The application round for the April intake starts in mid-November of the previous year. For the October intake, the application round starts in early April. As the application deadlines can currently change on short notice, we ask that you check our application pages closer to the time for the specific dates (and what documents you need to submit)."
"7065","Advanced Architecture — From Urban Design to Building Construction","Frankfurt University of Applied Sciences","The application deadline for the next summer semester is 1 March of the same year for applicants holding German Bachelor&#39;s degrees. Applicants with Bachelor&#39;s degrees from foreign countries must submit their applications by 15 October of the previous year."
"6281","Global Logistics","Frankfurt University of Applied Sciences","15 June (for applications with international certificates) 15 July (for applications with German degrees)  Please note that you also have to register and take a study aptitude test (instruction will be e-mailed once your application was received)."
"3904","Information Technology (IT)","Frankfurt University of Applied Sciences","International applicants: 15 April for the following winter semester"
"3885","International Master's Programme in Computational Neuroscience","Technische Universität Berlin","15 March for the following winter semester"
"8335","Master of Arts in Digital and Computational Archaeology","University of Cologne","15 July  Documents for the VDP examination should be submitted to uni-assist by 30 June at the latest. We advise you to apply earlier if possible."
"4789","MSc Computational and Applied Mathematics (CAM)","FAU Erlangen-Nürnberg","15 July for the following winter semester  15 January for the following summer semester"
"3686","Global Software Development (MSc)","Fulda University of Applied Sciences","Please check the current application deadlines on our website before applying! https://www.hs-fulda.de/en/study/information-for-your-application In general, the following application deadlines apply (subject to change):  Winter semester: &nbsp;   	German / EU / EEA nationals with a first university degree from a German university: 	15 April to 30 September 	Other nationalities with a first university degree from a German university: 	15 April to 30 September &nbsp; 	German / EU / EEA nationals with a first university degree from a foreign university: 	1 March to 30 September 	Other nationalities with a first university degree from a foreign university: 	1 March to 31 May &nbsp;   Summer semester: &nbsp;   	German / EU / EEA nationals with a first university degree from a German university: 	15 October to 31 March &nbsp; 	Other nationalities with a first university degree from a German university: 	15 October to 31 March &nbsp; 	German / EU / EEA nationals with a first university degree from a foreign university: 	1 October to 31 March &nbsp; 	Other nationalities with a first university degree from a foreign university: 	1 October to 1 December "
"4775","Master's in Industrial Informatics","University of Applied Sciences Emden/Leer","Non-EU applicants, winter semester (semester starts in September): 30 May Non-EU applicants, summer semester (semester starts in March): 30 November German &amp; EU applicants, winter semester (semester starts in September): 15 July German &amp; EU applicants, summer semester (semester starts in March): 15 January"
"8322","Artificial Intelligence","Brandenburg University of Technology Cottbus-Senftenberg"," 	Applicants with foreign qualifications for admission to higher education: 15 July for the following winter semester and 15 January for the following summer semester 	Applicants with European Union/European Economic Area citizenship: 15 August for the following winter semester and 15 February for the following summer semester 	Applicants with German qualifications for admission to higher education: 31 August for the following winter semester and 1 March for the following summer semester   Please be sure to check https://www.b-tu.de/en/artificial-intelligence-ms/admission for updates and further details."
"4399","Embedded Systems Design","Bremerhaven University of Applied Sciences","Applicants with a non-European Bachelor&#39;s degree are required to start the application process via uni-assist. Please consider the set deadlines: Summer semester: 31 December 2025 More information can be found on our website.  Applicants with a European Bachelor&#39;s degree can find the complete application procedure here: Application procedure   Summer semester: 15 February 2026"
"8977","Artificial Intelligence for Industrial Applications (MSc)","Ostbayerische Technische Hochschule Amberg-Weiden (OTH)","Winter semester application period  For the winter semester starting 1 October, you can apply from 15 April until 8 June.  Summer semester application period  For the summer semester starting 15 March, you can apply from 1 November until 8 December."
"8285","Data Science","Kiel University of Applied Sciences","https://www.haw-kiel.de/en/degree-courses/information-for-prospective-students/courses-and-application/"
"9666","Digital Process Engineering","RPTU University of Kaiserslautern-Landau"," 	For candidates from foreign countries who require a visa, the application deadline for the winter semester is 30 April. 	For candidates already holding a visa and for candidates from the EU, the application deadline for the winter semester is 15 July. 	For candidates from Germany, the application deadline for the winter semester is 31 August.   Please note: There is no summer intake."
"7660","Data Science","Technische Universität Braunschweig","Winter semester:  15 March (for non-EU applicants) 15 July (for EU applicants and applicants not subject to visa requirements)  Summer semester:  15 September (for non-EU applicants) 15 January (for EU applicants and applicants not subject to visa requirements)"
"9965","Data Science","University of Augsburg","For every winter semester:   	1 September 	Non-EU applicants: Due to visa issues we strongly recommend to apply well ahead (suggested: 1 May). Early admission will be granted to allow sufficient time for visa processing.   For every summer semester:   	1 March 	Non-EU applicants: Due to visa issues we strongly recommend to apply well ahead (suggested: 1 December). Early admission will be granted to allow sufficient time for visa processing. "
"9646","Intelligent Interactive Systems (IISY)","Bielefeld University","15 July for the following winter semester (starting October)"
"4486","Master of Science in Cognitive Science","RPTU University of Kaiserslautern-Landau"," 	30 April (all international students) 	31 August (for German students and &quot;Bildungsinl&auml;nder&quot;) "
"8518","Artificial Intelligence and Robotics (MSc)","Hof University of Applied Sciences","Our application portal is open during the following application period: 5 November &ndash; 30 November for the following summer semester"
"7641","Applied Data Science (MSc)","University of Göttingen"," 	 	1 May for applications for the winter semester 	 	 	1 November of the preceding year for applications for the summer semester 	 "
"7852","MSc in Artificial Intelligence","Technical University of Applied Sciences Würzburg-Schweinfurt (THWS)","The application period runs from 15 October to 15 December. We strongly recommend that applicants from non-European countries submit all application documents between 15 October and 15 November to ensure that the documents can be checked early enough so there is enough time left to fix potential visa issues!"
"4873","Materials Science and Engineering (MSc)","FH Münster University of Applied Sciences","31 May"
"9858","Data Science","University of Regensburg","1 June for the following winter semester, 1 December for the following summer semester  Non-EU applicants are strongly advised to apply for the winter semester by 1 May at the latest and for the summer semester by 1 November at the latest in order to be able to apply for a visa as soon as possible if they are admitted."
"3877","Geoinformatics and Spatial Data Science (MSc)","University of Münster","Non-EU applicants: 30 November; EU applicants: from early December to 15 January for the following summer semester Non-EU applicants: 31 May; EU applicants: from early June to 15 July for the following winter semester"
"9863","Human-Centred Artificial Intelligence","University of Regensburg","1 June  Non-EU applicants are strongly advised to apply&nbsp;by 1 May at the latest in order to be able to apply for a visa as soon as possible if they&nbsp;are admitted."
"3750","Mechatronics","Hamburg University of Technology","1 March"
"6937","Artificial Intelligence and Data Science","Heinrich Heine University Düsseldorf","15 July"
